id,name,age,department,salary,working_hours
1,Diana,30,HR,55317.73,34.0
2,Diana,49,Engineering,55786.57,28.3
3,Hank,23,Marketing,96974.96,60.0
4,Diana,27,Marketing,99448.58,54.5
5,Eve,32,Sales,59760.66,37.7
6,Charlie,23,Sales,79851.46,24.1
7,Frank,56,Engineering,69330.68,46.4
8,Frank,52,Marketing,96612.48,51.3
9,Bob,32,Sales,31718.21,40.4
10,Alice,49,Engineering,60377.17,23.1
11,Hank,50,Operations,108684.72,28.1
12,Charlie,52,Sales,65917.61,42.2
13,Ivy,57,Engineering,41325.77,41.2
14,Frank,32,HR,90764.76,43.5
15,Frank,37,Engineering,86302.14,33.2
16,Diana,24,Finance,105070.01,48.3
17,Hank,47,HR,50728.32,29.7
18,Charlie,55,HR,56784.27,31.4
19,Hank,53,Sales,55204.2,28.8
