id,name,age,department,salary,working_hours
1,Jack,52,Sales,94445.16,47.5
2,Frank,29,HR,109087.64,23.9
3,Diana,54,Marketing,35930.21,43.6
4,Bob,55,HR,83671.45,28.7
5,Diana,49,Marketing,69258.49,59.6
6,Eve,37,Engineering,86323.46,42.7
7,Grace,26,Finance,54529.41,20.8
8,Jack,32,HR,113017.89,32.5
9,Charlie,56,HR,118059.58,24.8
10,Alice,55,Marketing,31303.37,32.4
11,Eve,44,Operations,42153.0,43.8
12,Ivy,39,Operations,116831.09,29.8
13,Grace,56,Engineering,38335.34,27.8
14,Frank,51,Sales,118103.39,26.3
15,Grace,60,Operations,96731.14,25.4
