id,name,age,department,salary,working_hours
1,Diana,30,Sales,31569.69,38.0
2,Grace,28,Operations,89196.93,31.0
3,Charlie,37,Finance,61823.21,20.9
4,Diana,52,Finance,32984.98,48.9
5,Diana,45,Operations,74638.78,25.8
6,Jack,26,Sales,33248.47,28.1
7,Grace,24,Finance,51633.35,43.1
8,Hank,25,Sales,33973.4,22.6
9,Diana,43,Engineering,118263.54,48.4
10,Hank,36,Finance,52144.89,60.0
11,Charlie,26,Operations,90441.57,40.5
12,Grace,55,HR,35140.14,52.0
13,Jack,52,Operations,47172.66,56.8
14,Ivy,25,Finance,102908.33,56.4
15,Ivy,22,HR,63512.92,52.5
16,Charlie,58,Marketing,110871.81,49.3
17,Ivy,22,Operations,65613.77,23.8
18,Ivy,22,Operations,68332.97,49.8
19,Eve,27,Operations,40382.68,26.7
