id,name,age,department,salary,working_hours
1,Alice,39,Operations,86601.35,42.3
2,Bob,33,Operations,59739.86,47.6
3,Grace,42,HR,93671.24,55.5
4,Alice,33,Sales,37438.12,55.6
5,Grace,42,Engineering,54133.47,28.1
6,Eve,45,Marketing,78853.25,25.7
7,Frank,33,HR,49932.36,40.9
8,Jack,41,Marketing,99024.68,30.5
9,Diana,23,Sales,44343.09,30.6
10,Ivy,45,Marketing,111238.64,58.3
11,Frank,43,Marketing,83306.69,28.3
12,Hank,37,Sales,72952.35,22.8
13,Ivy,39,Marketing,46056.79,46.9
14,Charlie,56,Marketing,114718.02,49.1
15,Jack,51,Engineering,52436.15,35.8
16,Hank,29,HR,59908.2,37.4
17,Charlie,45,Operations,90696.41,52.4
18,Bob,26,Sales,114067.22,47.8
19,Jack,44,Engineering,51467.43,26.7
