id,name,age,department,salary,working_hours
1,Charlie,40,Engineering,105474.16,54.8
2,Jack,57,Operations,56988.89,59.1
3,Charlie,60,HR,30102.58,42.0
4,Jack,58,Finance,43810.99,25.6
5,Alice,48,Marketing,53762.16,44.2
6,Bob,45,Marketing,39435.89,36.7
7,Bob,60,Operations,107301.96,51.2
8,Charlie,47,Finance,41263.72,45.1
9,Hank,39,Engineering,41378.97,35.3
10,Charlie,60,Finance,94858.71,27.0
11,Bob,24,Engineering,83931.82,58.3
12,Jack,33,Marketing,98009.13,26.2
13,Ivy,57,Engineering,111249.9,27.3
14,Grace,56,Operations,86779.56,20.8
15,Grace,50,Sales,58365.54,23.3
16,Diana,25,Marketing,116049.45,27.9
17,Grace,60,Engineering,114664.59,53.3
