id,name,age,department,salary,working_hours
1,Eve,57,Engineering,31614.05,33.3
2,Diana,54,Sales,54161.37,40.6
3,Jack,59,Finance,74437.72,58.3
4,Hank,51,Engineering,49821.29,43.9
5,Bob,22,Engineering,109863.39,38.9
6,Charlie,57,Marketing,52043.34,45.9
7,Charlie,48,Sales,48730.19,30.7
8,Ivy,48,HR,87436.31,59.5
9,Diana,36,HR,35905.29,58.6
10,Ivy,42,Operations,106199.0,21.7
11,Eve,24,HR,113519.44,59.6
12,Charlie,39,HR,64055.58,52.3
13,Frank,28,Sales,112466.39,59.1
14,Frank,46,Operations,100034.68,42.7
