id,name,age,department,salary,working_hours
1,Ivy,35,Marketing,80338.93,40.6
2,Jack,60,HR,40542.12,50.8
3,Frank,36,Engineering,58439.32,56.5
4,Eve,32,Marketing,118995.02,20.1
5,Frank,53,Operations,113494.17,32.3
6,Diana,47,Engineering,104110.64,58.5
7,Bob,34,Marketing,119596.46,48.2
8,Ivy,25,Engineering,102474.3,33.8
9,Grace,30,HR,77689.69,28.1
10,Eve,29,Sales,69786.4,22.2
11,Eve,59,Operations,94866.81,52.7
12,Frank,55,HR,35543.52,49.8
13,Charlie,57,Operations,107096.03,37.0
14,Jack,33,Marketing,109789.64,52.2
15,Alice,44,Marketing,92569.99,55.5
16,Hank,33,Marketing,119317.45,25.7
17,Alice,22,Sales,78790.84,40.2
18,Diana,52,Operations,110135.86,50.9
19,Charlie,30,Finance,78785.31,30.4
