id,name,age,department,salary,working_hours
1,Eve,27,Marketing,92188.1,27.0
2,Diana,39,Marketing,102361.09,44.8
3,Ivy,50,HR,92049.56,21.6
4,Ivy,34,Finance,65204.19,23.6
5,Hank,57,Finance,40876.69,32.1
6,Jack,32,HR,97257.28,23.3
7,Grace,23,HR,70634.85,28.8
8,Frank,59,Sales,71273.19,56.3
9,Grace,27,Finance,105521.52,36.0
10,Bob,55,Finance,65833.63,23.1
11,Grace,46,Finance,61148.93,47.6
12,Alice,24,Operations,118912.02,38.5
13,Bob,43,HR,30431.62,29.7
14,Alice,44,Sales,116819.99,51.8
