id,name,age,department,salary,working_hours
1,Frank,22,HR,114939.1,22.2
2,Bob,48,Finance,106327.38,26.7
3,Grace,60,HR,33675.89,40.6
4,Hank,33,Sales,61272.1,20.4
5,Bob,30,Operations,55954.79,30.6
6,Eve,37,HR,103321.34,55.1
7,Grace,47,Operations,92508.42,49.5
8,Jack,36,Operations,116013.56,53.0
9,Charlie,32,Marketing,45183.76,21.1
10,Ivy,26,HR,98105.96,45.9
11,Bob,24,HR,119448.24,44.7
12,Hank,23,Marketing,33855.44,51.3
13,Grace,48,Finance,46394.77,35.4
14,Diana,57,Engineering,32974.08,38.3
15,Eve,32,Finance,116688.57,25.6
16,Grace,34,Sales,39506.42,39.1
17,Bob,24,HR,64662.9,48.6
18,Hank,32,Engineering,39875.66,57.7
