id,name,age,department,salary,working_hours
1,Diana,60,Finance,43230.56,24.3
2,Frank,40,Marketing,73895.98,59.9
3,Alice,22,Sales,37013.03,35.1
4,Hank,24,Engineering,40945.93,20.9
5,Jack,50,Finance,68750.25,39.1
6,Hank,41,Marketing,106602.84,45.0
7,Diana,52,Finance,58704.58,53.1
8,Bob,55,Operations,37304.11,26.9
9,Bob,25,Engineering,107375.65,51.3
10,Hank,46,Engineering,36990.61,38.3
11,Ivy,40,Sales,103753.49,45.2
12,Jack,33,Sales,114764.44,27.1
13,Eve,50,HR,30449.11,28.7
14,Jack,44,Operations,89485.46,52.9
15,Eve,32,HR,47759.65,57.3
16,Eve,59,Finance,65476.56,53.4
17,Charlie,38,Sales,101207.49,37.6
