id,name,age,department,salary,working_hours
1,Ivy,44,Finance,65866.18,40.8
2,Charlie,23,Finance,49472.02,51.0
3,Grace,51,HR,115994.46,30.8
4,Bob,51,HR,38937.79,35.9
5,Charlie,53,HR,101106.32,28.9
6,Grace,49,Marketing,112670.04,23.3
7,Diana,30,Sales,119979.95,28.1
8,Grace,46,Operations,68977.17,42.2
9,Alice,40,Engineering,38602.36,32.0
10,Bob,30,HR,106098.93,53.3
11,Hank,22,Marketing,96142.6,21.9
12,Alice,51,Sales,103850.1,45.6
13,Grace,24,Operations,104880.6,54.7
14,Frank,28,Sales,30968.76,27.9
15,Charlie,22,Engineering,103015.07,34.7
16,Bob,33,Marketing,60245.36,59.7
17,Frank,45,Sales,104020.74,51.7
