id,name,age,department,salary,working_hours
1,Alice,57,Operations,113503.2,25.7
2,Grace,22,Operations,75127.03,39.5
3,Grace,47,Engineering,115531.96,24.0
4,Diana,25,Sales,76857.65,41.4
5,Alice,49,Marketing,48957.2,59.6
6,Ivy,32,Marketing,57820.02,52.9
7,Ivy,47,Engineering,108033.12,27.4
8,Alice,41,Marketing,106479.05,28.7
9,Charlie,32,Finance,78544.09,23.9
10,Jack,53,Marketing,94936.97,49.7
11,Hank,52,Sales,31541.55,53.1
12,Alice,49,Sales,119370.17,50.9
13,Jack,35,Operations,106717.06,22.7
14,Alice,38,Operations,61124.09,43.4
15,Charlie,39,Engineering,52234.95,58.3
16,Jack,42,Sales,36036.47,22.8
17,Jack,50,Marketing,38102.6,24.8
18,Frank,50,Marketing,41824.2,33.7
