id,name,age,department,salary,working_hours
1,Jack,45,Engineering,87341.14,51.9
2,Hank,58,Engineering,31903.92,36.0
3,Alice,30,Finance,38226.33,30.1
4,Diana,58,Marketing,90435.95,34.9
5,Eve,41,HR,77314.41,20.9
6,Bob,48,Marketing,39481.48,45.3
7,Alice,55,Marketing,107701.83,57.3
8,Grace,52,Operations,65025.76,44.7
9,Eve,58,Engineering,80997.42,28.9
10,Bob,35,Operations,101456.33,58.5
11,Eve,29,Marketing,50183.6,40.5
12,Frank,60,HR,119587.04,48.5
13,Eve,37,Operations,66764.19,38.2
14,Bob,51,Sales,77527.73,41.2
