id,name,age,department,salary,working_hours
1,Eve,43,Sales,61178.77,57.9
2,Frank,48,HR,102327.58,27.2
3,Frank,24,Engineering,99221.19,56.2
4,Eve,46,Finance,86485.86,26.6
5,Diana,54,Operations,33945.81,31.1
6,Ivy,59,Sales,103333.92,39.1
7,Alice,48,Marketing,65791.03,33.4
8,Hank,43,Sales,54151.47,51.8
9,Frank,26,HR,39083.65,25.7
10,Ivy,44,Sales,65009.83,52.3
11,Grace,23,Sales,90132.86,43.7
12,Frank,28,Marketing,63187.41,46.0
13,Frank,38,Engineering,73326.42,36.7
14,Diana,51,HR,111371.15,32.5
15,Diana,45,Marketing,59569.87,54.3
16,Ivy,50,Marketing,73171.4,48.9
17,Eve,24,Marketing,43457.53,42.1
18,Eve,32,HR,105329.43,35.1
