id,name,age,department,salary,working_hours
1,Diana,24,Operations,47287.79,48.5
2,Hank,48,Marketing,72917.86,58.1
3,Charlie,32,Marketing,98894.12,37.4
4,Hank,56,HR,76317.42,52.8
5,Diana,34,Sales,74649.47,40.7
6,Charlie,29,HR,42249.57,22.6
7,Alice,54,Operations,91995.51,37.6
8,Frank,54,Finance,85374.46,26.3
9,Diana,35,Operations,84075.97,42.7
10,Jack,35,Operations,103642.49,55.7
11,Eve,52,Marketing,37741.93,33.1
12,Hank,26,Operations,51690.43,51.7
13,Eve,59,Engineering,38901.75,55.4
14,Hank,58,HR,102281.54,54.5
15,Hank,23,Engineering,80481.66,48.8
16,Diana,53,Marketing,46331.07,55.4
17,Eve,26,Engineering,111938.72,52.8
