id,name,age,department,salary,working_hours
1,Jack,24,Operations,115855.69,27.6
2,Ivy,51,Engineering,94650.1,38.6
3,Hank,32,Marketing,88274.39,31.7
4,Grace,54,Finance,92907.77,37.1
5,Alice,53,Operations,50182.77,39.9
6,Hank,59,Engineering,94589.13,24.5
7,Grace,40,Sales,95909.24,21.7
8,Charlie,58,HR,114248.73,56.1
9,Alice,24,HR,35156.61,35.7
10,Hank,35,Sales,36214.96,49.6
11,Grace,60,Sales,113126.06,27.6
12,Eve,28,Finance,101276.04,43.4
13,Bob,44,Finance,118345.67,59.1
14,Ivy,26,Engineering,112110.64,40.7
15,Jack,37,Finance,71379.21,50.9
16,Jack,38,Sales,94252.77,48.4
