id,name,age,department,salary,working_hours
1,Eve,27,HR,59594.78,23.9
2,Grace,54,HR,45797.67,54.0
3,Charlie,58,Marketing,47880.0,37.9
4,Diana,31,Sales,57179.55,46.5
5,Diana,27,Finance,70400.43,59.9
6,Diana,27,Finance,84433.27,27.9
7,Grace,38,Sales,89482.95,33.4
8,Ivy,25,Marketing,31293.64,59.4
9,Ivy,35,HR,53431.0,49.7
10,Diana,55,Engineering,77884.12,36.3
11,Eve,55,Marketing,77040.59,42.3
12,Hank,60,Finance,38790.13,51.4
13,Alice,42,Marketing,43162.21,21.1
14,Hank,56,Engineering,63354.29,50.8
15,Frank,48,Operations,57763.91,28.2
16,Bob,48,HR,71671.96,29.1
17,Eve,46,HR,46284.65,53.2
18,Ivy,53,Operations,74197.76,52.5
