id,name,age,department,salary,working_hours
1,Alice,52,Sales,50277.84,53.3
2,Hank,25,Marketing,71090.77,22.9
3,Hank,27,Marketing,92980.08,39.5
4,Bob,35,Engineering,92979.73,24.4
5,Grace,28,Marketing,97565.6,23.3
6,Grace,44,Engineering,48355.54,35.8
7,Ivy,30,Operations,117847.7,50.1
8,Alice,42,Marketing,56224.83,55.5
9,Grace,26,Operations,89371.92,31.9
10,Charlie,44,Finance,33691.33,40.0
11,Hank,56,Operations,40367.78,43.8
12,Frank,32,Sales,94873.99,24.1
13,Jack,52,Sales,115215.25,50.5
14,Jack,33,Sales,59616.63,55.5
15,Jack,29,Sales,117060.7,43.8
16,Charlie,55,Engineering,97478.82,27.0
17,Eve,33,Engineering,78215.98,29.0
18,Frank,37,HR,56560.72,28.8
19,Hank,44,Finance,52675.34,30.8
