id,name,age,department,salary,working_hours
1,Jack,52,HR,65408.79,51.0
2,Hank,24,Finance,30192.55,40.9
3,Hank,54,HR,98078.8,45.5
4,Eve,28,Engineering,62609.62,58.7
5,Bob,54,Marketing,72702.62,52.9
6,Diana,34,Marketing,111420.32,29.7
7,Ivy,30,HR,91829.46,47.5
8,Hank,57,Engineering,113471.96,50.1
9,Jack,40,HR,58318.64,59.8
10,Grace,53,HR,109123.24,36.4
11,Alice,46,Operations,117079.41,21.7
12,Grace,49,Marketing,76137.28,48.3
13,Grace,59,Finance,116306.81,31.1
14,Ivy,25,Finance,110877.55,34.5
15,Frank,36,Sales,67767.09,44.4
16,Hank,25,Operations,84424.43,36.7
17,Alice,42,Sales,61943.25,27.0
18,Eve,60,Finance,51664.87,46.9
