id,name,age,department,salary,working_hours
1,Charlie,30,Operations,32690.01,25.3
2,Diana,49,Sales,84317.66,28.1
3,Ivy,36,Sales,62594.85,34.9
4,Bob,60,Sales,34714.04,21.4
5,Hank,50,Sales,71342.93,46.3
6,Ivy,37,Finance,94574.44,23.8
7,Bob,60,HR,59100.59,27.3
8,Eve,48,Sales,108453.29,29.7
9,Diana,24,Operations,46630.62,44.3
10,Charlie,31,Engineering,34565.72,55.8
11,Charlie,49,Operations,66220.47,36.5
12,Ivy,51,Finance,85562.11,24.9
13,Alice,50,Sales,68010.98,37.4
14,Jack,38,Engineering,41747.79,25.0
