id,name,age,department,salary,working_hours
1,Alice,26,Finance,104872.77,20.4
2,Eve,48,Marketing,94355.97,45.7
3,Bob,56,Marketing,64864.49,30.0
4,Frank,24,Marketing,72678.26,23.5
5,Diana,23,Sales,52832.74,27.1
6,Eve,54,Sales,52544.96,37.9
7,Charlie,29,Operations,91602.66,53.2
8,Jack,35,Finance,109405.41,21.5
9,Bob,57,Engineering,118211.98,30.0
10,Hank,59,HR,101109.94,21.2
11,Alice,60,Operations,105079.8,37.7
12,Jack,43,HR,60971.73,53.1
13,Eve,51,Finance,115467.73,53.4
14,Grace,29,Finance,43081.35,22.8
15,Diana,26,Engineering,42708.49,26.5
16,Ivy,47,Marketing,77416.01,47.3
17,Alice,41,HR,86527.77,33.0
18,Diana,53,Finance,71347.82,52.6
19,Charlie,54,Operations,107122.91,36.3
20,Hank,37,HR,88393.54,41.5
