id,name,age,department,salary,working_hours
1,Hank,60,Marketing,106276.68,55.1
2,Ivy,35,Finance,87685.75,28.4
3,Diana,28,Operations,106837.14,28.2
4,Diana,49,Finance,59596.32,50.7
5,Grace,54,Operations,102738.92,24.9
6,Frank,49,Marketing,73353.26,38.2
7,Bob,57,Finance,96399.98,43.6
8,Diana,28,Finance,72067.9,56.3
9,Jack,53,Engineering,72749.02,36.2
10,Grace,59,Finance,79866.62,59.1
11,Eve,48,Sales,53252.08,31.4
12,Alice,25,Sales,67243.3,35.0
13,Hank,46,Operations,54643.48,38.1
14,Hank,22,Engineering,58833.79,32.5
15,Bob,53,Operations,89337.59,38.5
16,Jack,54,HR,73825.65,48.0
17,Eve,48,HR,55049.37,23.4
18,Ivy,23,HR,49808.32,28.8
19,Alice,43,Finance,62507.09,26.8
